AddVertex,-1.4,3.4,13.2;;;11;;;;;;;;;;;;;;
AddFace,1,0,2,3;;;;;;;;;;;;;;;;;
AddFace,4,5,3,2;;;;;;;;;;;;;;;;;
AddFace,8,9,7,6;;;;;;;;;;;;;;;;;
AddFace,9,8,10,11;;;;;;;;;;;;;;;;;
LoadTexture,tetto.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,0.1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0.1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,4,0.15,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,5,0.15,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,6,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,7,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,8,0.1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,9,0.1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,10,0.15,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,11,0.15,1;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;pavimento nero rialzato;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,-7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,-7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,-13.2;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
AddFace2,4,5,6,7;;;;;;;;;;;;;;;;;
SetColor,40,40,40;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;pavimento nero ribassato;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,-7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.6,-7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.6,7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,7.56;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
SetColor,40,40,40;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.975,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.975,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.975,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.975,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.3,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.3,-13.2;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.3,13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.3,13.2;;;;;;;;;;;;;;;;;
AddFace2,4,5,1,0;;;verticali chiusura piano rib;;;;;;;;;;;;;;
AddFace2,6,7,2,3,;;;verticali chiusura piano rib;;;;;;;;;;;;;;
SetColor,40,40,40;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.6,-7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,-7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,0.6,7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,-7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,-7.56;;;;;;;;;;;;;;;;;
AddVertex,1.4,1.2,7.56;;;;;;;;;;;;;;;;;
AddVertex,-1.4,1.2,7.56;;;;;;;;;;;;;;;;;
AddFace2,4,5,1,0;;;;;;;;;;;;;;;;;
AddFace2,6,7,2,3,;;;;;;;;;;;;;;;;;
SetColor,40,40,40;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;fiancata;;;;;;;;;;;;;;
AddVertex,1.4,0.6,13.2;;;0;;;;;;;;;;;;;;
AddVertex,1.4,3.4,13.2;;;1;;;;;;;;;;;;;;
AddVertex,1.4,3.4,-13.2;;;2;;;;;;;;;;;;;;
AddVertex,1.4,0.6,-13.2;;;3;;;;;;;;;;;;;;
AddFace,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,PR1.bmp;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,1,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,255,;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,13.2;;;4;;;;;;;;;;;;;;
AddVertex,-1.4,3.4,13.2;;;5;;;;;;;;;;;;;;
AddVertex,-1.4,3.4,-13.2;;;6;;;;;;;;;;;;;;
AddVertex,-1.4,0.6,-13.2;;;7;;;;;;;;;;;;;;
AddFace,0,1,2,3;;;;;;;;;;;;;;;;;
LoadTexture,PR2.bmp;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,1,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,255,;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;tubolari intercomunicante intermedia;;;verticale1;;;;;;;;;;;
Cylinder,6,0.125,0.125,2.05;;;anteriore;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
Translate,-0.6,2.35,-13.2;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;verticale2;;;;;;;;;;;
Cylinder,6,0.125,0.125,2.05;;;;;;;;;;;;;;;;;
Translate,0.6,2.35,-13.2;;;;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
Cylinder,6,0.125,0.125,1.2;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
rotate,0,1,0,90;;;;;;;;;;;;;;;;;
Translate,0,3.35,-13.2;;;;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;tubolari intercomunicante pilota;;;verticale1;;;;;;;;;;;
Cylinder,6,0.125,0.125,2.05;;;posteriore;;;;;;;;;;;;;;
Translate,-0.6,2.35,13.2;;;;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;verticale2;;;;;;;;;;;
Cylinder,6,0.125,0.125,2.05;;;;;;;;;;;;;;;;;
Translate,0.6,2.35,13.2;;;;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
Cylinder,6,0.125,0.125,1.2;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
rotate,0,1,0,90;;;;;;;;;;;;;;;;;
Translate,0,3.35,13.2;;;;;;;;;;;;;;;;;
SetColor, 50,50,50;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;fiancata ribassata;;TRASPARENZE;;;;;;;;;;;;
AddVertex,1.395,0.6,4.8;;;0;;;;4,8;;;;;;;;;;
AddVertex,1.395,3.2,4.8;;;1;;;;;;;;;;;;;;
AddVertex,1.395,3.2,-4.8;;;2;;;;-4,2;;;;;;;;;;
AddVertex,1.395,0.6,-4.8;;;3;;;;;;;;;;;;;;
AddVertex,-1.395,0.6,4.8;;;4;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,4.8;;;5;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,-4.8;;;6;;;;;;;;;;;;;;
AddVertex,-1.395,0.6,-4.8;;;7;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
AddFace2,4,5,6,7;;;;;;;;;;;;;;;;;
setcolor,0,40,50,98;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;fiancate alte;;;;;;;;;;;;;;
AddVertex,1.395,3.2,7.15;;;;;;;;;;;;;;;;;
AddVertex,1.395,3.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.395,1.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.395,1.2,7.15;;;;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,7.15;;;;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.395,1.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.395,1.2,7.15;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
AddFace2,4,5,6,7;;;;;;;;;;;;;;;;;
setcolor,0,40,50,98;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.395,3.2,-7.15;;;;;;;;;;;;;;;;;
AddVertex,-1.395,1.2,-7.15;;;;;;;;;;;;;;;;;
AddVertex,-1.395,1.2,-13.2;;;;;;;;;;;;;;;;;
AddVertex,1.395,3.2,-13.2;;;;;;;;;;;;;;;;;
AddVertex,1.395,3.2,-7.15;;;;;;;;;;;;;;;;;
AddVertex,1.395,1.2,-7.15;;;;;;;;;;;;;;;;;
AddVertex,1.395,1.2,-13.2;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
AddFace2,4,5,6,7;;;;;;;;;;;;;;;;;
setcolor,0,40,50,98;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;climatizzatore;;;;;;;;;;;;;
AddVertex,0.5,4.1,-1.5;;;piano superiore;;;;;;;;;;;;;;
AddVertex,-0.5,4.1,-1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddVertex,0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddFace2,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,condizionatore1.bmp;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,1,-1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,0,-1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,0,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-0.8,3.8,-1.5;;;laterale inclinato dx;;;;;;;;;;;;;;
AddVertex,-0.5,4.1,-1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.8,3.8,1.5;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
LoadTexture,condizionatore2dx.bmp;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,-1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,-1,-1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,0,-1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,0,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,0.8,3.8,-1.5;;;laterale inclinato sx;;;;;;;;;;;;;;
AddVertex,0.5,4.1,-1.5;;;;;;;;;;;;;;;;;
AddVertex,0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddVertex,0.8,3.8,1.5;;;;;;;;;;;;;;;;;
AddFace2,0,3,2,1;;;;;;;;;;;;;;;;;
LoadTexture,condizionatore2sx.bmp;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;frontale anteriore;;;;;;;;;;;;;;
AddVertex,0.5,4,-1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.5,4,-1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.5,3.7,-2;;;;;;;;;;;;;;;;;
AddVertex,0.5,3.7,-2;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
Translate,0,0.1,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;frontale posteriore;;;;;;;;;;;;;;
AddVertex,0.5,3.7,2;;;;;;;;;;;;;;;;;
AddVertex,-0.5,3.7,2;;;;;;;;;;;;;;;;;
AddVertex,-0.5,4,1.5;;;;;;;;;;;;;;;;;
AddVertex,0.5,4,1.5;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
Translate,0,0.1,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;triangoli;posteriori;;;;;;;;;;;;;
AddVertex,0.5,3.8,-2;;;;;;;;;;;;;;;;;
AddVertex,0.5,4.1,-1.5;;;;;;;;;;;;;;;;;
AddVertex,0.8,3.8,-1.5;;;;;;;;;;;;;;;;;
AddFace2,2,1,0;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-0.5,3.8,-2;;;;;;;;;;;;;;;;;
AddVertex,-0.5,4.1,-1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.8,3.8,-1.5;;;;;;;;;;;;;;;;;
AddFace2,0,1,2;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;triangoli;anteriori;;;;;;;;;;;;;
AddVertex,-0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddVertex,-0.5,3.8,2;;;;;;;;;;;;;;;;;
AddVertex,-0.8,3.8,1.5;;;;;;;;;;;;;;;;;
AddFace2,0,1,2;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,0.5,4.1,1.5;;;;;;;;;;;;;;;;;
AddVertex,0.5,3.8,2;;;;;;;;;;;;;;;;;
AddVertex,0.8,3.8,1.5;;;;;;;;;;;;;;;;;
AddFace2,2,1,0;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;ombra;;;;;;;;;;;;;;
AddVertex,-1.6,0.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.6,0.2,13.2;;;;;;;;;;;;;;;;;
AddVertex,1.6,0.2,-13.2;;;;;;;;;;;;;;;;;
AddVertex,-1.6,0.2,-13.2;;;;;;;;;;;;;;;;;
AddFace,0,1,2,3;;;;;;;;;;;;;;;;;
LoadTexture,ombraR.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,0,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;terzo faro fondo;;;;;;;;;;;;;;
AddVertex,-0.2,3.7,13.2;;;;;;;;;;;;;;;;;
AddVertex,-0.2,3.85,13.2;;;;;;;;;;;;;;;;;
AddVertex,-0.1,3.925,13.2;;;;;;;;;;;;;;;;;
AddVertex,0,3.95,13.2;;;;;;;;;;;;;;;;;
AddVertex,0.1,3.925,13.2;;;;;;;;;;;;;;;;;
AddVertex,0.2,3.85,13.2;;;;;;;;;;;;;;;;;
AddVertex,0.2,3.7,13.2;;;;;;;;;;;;;;;;;
AddFace,0,6,5,4,3,2,1;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
Translate,0,0.1,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;terzo faro;;;;;;;;;;;;;;
AddVertex,-0.175,3.81,13.21;;;;;;;;;;;;;;;;;
AddVertex,-0.175,4.025,13.21;;;;;;;;;;;;;;;;;
AddVertex,0.175,4.025,13.21;;;;;;;;;;;;;;;;;
AddVertex,0.175,3.81,13.21;;;;;;;;;;;;;;;;;
AddFace,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,luceb.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;cono;;;;;;;;;;;;;;
AddVertex,-0.2,3.7,13.2;;;;;;;;;;;;;;;;;
AddVertex,-0.2,3.85,13.2;;;;;;;;;;;;;;;;;
AddVertex,-0.2,3.7,12.8;;;primo punto sul tetto;;;;;;;;;;;;;;
AddVertex,-0.1,3.925,13.2;;;;;;;;;;;;;;;;;
AddVertex,-0.1,3.7,12.5;;;secondo punto;;;;;;;;;;;;;;
AddVertex,0,3.95,13.2;;;;;;;;;;;;;;;;;
AddVertex,0,3.7,12.2;;;Terzo punto;;;;;;;;;;;;;;
AddVertex,0.1,3.7,12.5;;;quarto punto;;;;;;;;;;;;;;
AddVertex,0.1,3.925,13.2;;;;;;;;;;;;;;;;;
AddVertex,0.2,3.7,12.8;;;;;;;;;;;;;;;;;
AddVertex,0.2,3.85,13.2;;;;;;;;;;;;;;;;;
AddVertex,0.2,3.7,13.2;;;;;;;;;;;;;;;;;
AddFace,0,1,2;;;;;;;;;;;;;;;;;
AddFace,3,4,2,1;;;;;;;;;;;;;;;;;
AddFace,5,6,4,3;;;;;;;;;;;;;;;;;
AddFace,8,7,6,5,;;;;;;;;;;;;;;;;;
AddFace,10,9,7,8;;;;;;;;;;;;;;;;;
AddFace,9,10,11;;;;;;;;;;;;;;;;;
SetColor, 85,91,110;;;;;;;;;;;;;;;;;
Translate,0,0.1,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;Respingenti pilota;;;;;;;;;;;;;
Cylinder,6,0.15,0.15,0.55;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,0.99,1.1,13.02;;;;;;;;;;;;;;;;;
SetColor,50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;Respingenti;;;;;;;;;;;;;
Cylinder,6,0.15,0.15,0.55;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,-0.99,1.1,13.02;;;;;;;;;;;;;;;;;
SetColor,50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-1.35,1.29,13.3;;;;;;;;;;;;;;;;;
AddVertex,-0.575,1.29,13.3;;;;;;;;;;;;;;;;;
AddVertex,-0.575,0.925,13.3;;;;;;;;;;;;;;;;;
AddVertex,-1.35,0.925,13.3;;;;;;;;;;;;;;;;;
AddFace2,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,piatto.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,1.35,1.29,13.3;;;;;;;;;;;;;;;;;
AddVertex,0.575,1.29,13.3;;;;;;;;;;;;;;;;;
AddVertex,0.575,0.925,13.3;;;;;;;;;;;;;;;;;
AddVertex,1.35,0.925,13.3;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3;;;;;;;;;;;;;;;;;
LoadTexture,piatto.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;Respingenti intermedia;;;;;;;;;;;;;
Cylinder,6,0.15,0.15,0.55;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,0.99,1.1,-13.02;;;;;;;;;;;;;;;;;
SetColor,50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;Respingenti;;;;;;;;;;;;;
Cylinder,6,0.15,0.15,0.55;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,-0.99,1.1,-13.02;;;;;;;;;;;;;;;;;
SetColor,50,50,50;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-1.35,1.29,-13.3;;;;;;;;;;;;;;;;;
AddVertex,-0.575,1.29,-13.3;;;;;;;;;;;;;;;;;
AddVertex,-0.575,0.925,-13.3;;;;;;;;;;;;;;;;;
AddVertex,-1.35,0.925,-13.3;;;;;;;;;;;;;;;;;
AddFace2,0,1,2,3,;;;;;;;;;;;;;;;;;
LoadTexture,piatto.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
